latitude;longitude;Название;Описание;Адрес
56.823935;60.502656;IKEA Екатеринбург;ресторан;МеГа, Металлургов, 87, 1 этаж
56.830718;60.610732;Югославия Гриль;ресторан;БЦ Капитал, Гоголя, 36, 1 этаж
56.857009;60.604323;Масленица;столовая;Челюскинцев, 25, 1 этаж
56.830762;60.608781;Патриот;пельменная-кулинария;Горького, 63, 1 этаж
56.839856;60.599348;Бабушка Маруся;кафе-столовая;Химиков переулок, 3, 1 этаж
56.809662;60.617965;АмНям;кафе-столовая;Щорса, 60
56.884606;60.585667;Афина;столовая;Машиностроителей, 29, 1 этаж
56.81955;60.640735;Место Есть;кафе-столовая;Восточная, 45, цокольный этаж
56.755438;60.709666;Старый дворик;столовая;Грибоедова, 32, 1 этаж
56.831159;60.603092;Городские цветы;столовая;Добролюбова, 16, 1 этаж
56.860864;60.546544;Тянь- Шань;кафе;Халтурина, 69/1
56.849609;60.656746;Комбинат питания;УрГЮУ;УрГЮУ, Комсомольская, 23, 1 этаж
56.871672;60.550345;Благотворительная столовая;;Бебеля, 166, 1 этаж
56.795191;60.49392;СЫТОешка;;Евгения Савкова, 5, 1 этаж
56.813791;60.609649;Флагман;кафе;Фрунзе, 50, 1 этаж
56.8461;60.589423;Воротнички;кафе-столовая;БЦ Президент, Бориса Ельцина, 1а, 2 этаж
56.834025;60.62146;Сыто-Место;столовая;Деловой дом Филитцъ, Энгельса, 36, 1 этаж
56.839742;60.555409;У старого завода;столовая;Кирова, 28, 1 этаж
56.897135;60.775354;Еда!;столовая;Уральская, 150, 1 этаж
56.790409;60.479518;Уютное кафе;;Ручейная, 55
56.810621;60.592218;Московское;кафе;Московская, 217Б
56.771797;60.639897;FamilyHouse;кафе;Зимняя, 27/2
56.741819;60.608613;Сели Поели;столовая;Бисертская, 1а
56.770683;60.629978;Столовая №7;кондитерская-пекарня;Походная, 85
56.817058;60.631973;Pure;кафе;БЦ Clever Park, Ткачей, 23, 2 этаж
56.785777;60.605405;KEKS;кафе;Астор, 8 Марта, 212, 2 этаж
56.8436;60.613356;Столовая;Уральский ГАУ;УрГАУ, Тургенева, 23, 1 этаж
56.882586;60.570259;Столовая на Лукиных;;Лукиных, 1, 1 этаж
56.838644;60.620509;ПОВАРешка;столовая;Ленина проспект, 48, 1 этаж
56.821812;60.604614;Столовая;РАНХиГС;8 Марта, 70, 1 этаж
56.881152;60.615113;Столовая;УрГПУ;Космонавтов проспект, 28
56.841733;60.582396;Фартук;сеть столовых;ДЦ Микрон, Шейнкмана, 5, цокольный этаж
56.827425;60.613735;Православная трапезная;;Розы Люксембург, 57а
56.858033;60.599327;Рябина;столовая домашней кухни;Северный автовокзал, Вокзальная, 15а, 2 этаж
56.824465;60.602898;Агат;столовая;Народной Воли, 28, 2 этаж
56.82918;60.520644;Самоварчик;столовая;Металлургов, 70 лит Л4, Л4 павильон
56.824999;60.5519;Мама Люба;столовая;Репина, 42а, цокольный этаж
56.824892;60.575246;Ингрид;столовая;Гурзуфская, 27а, 2 этаж
56.818038;60.530697;Мастер вкуса;столовая;Отрадная, 1а, 2 этаж
56.835962;60.59576;Дружба;кафе-столовая;Театральный переулок, 7а, 1-2 этаж
56.827685;60.624342;Место ПроТеста;столовая;Луначарского, 212, цокольный этаж
56.76757;60.623452;Столовая;ИП Арбузова Л.А.;Новинская, 3Б, 1 этаж
56.866424;60.559293;Пышка;кафе-столовая;Софьи Перовской, 119, 1 этаж
56.869362;60.523147;Пень-Плетень;столовая;ТЦ Семь Ключей, Техническая, 63, 1 этаж
56.890637;60.615605;Цибус Арт;столовая;Космонавтов проспект, 50, 1 этаж
56.802309;60.612814;На Южной;столовая;8 Марта, 177, цокольный этаж
56.912058;60.597567;Трапеза;столовая;Бакинских Комиссаров, 112
56.847961;60.618378;Как у мамы;столовая;Луначарского, 81, 1 этаж
56.828392;60.617831;Комбинат питания;УрФУ;УрФУ, Куйбышева, 48, 1 этаж
56.764245;60.611317;Столовая на Аптекарской 35;;Аптекарская, 35
56.808999;60.767502;СОЮЗ;гостиничный комплекс;Сибирский тракт дублёр 13 км, 2
56.892169;60.635523;Столоffка;;Шефская, 13, 1 этаж
56.836337;60.68861;Русь;трактир;Рассветная, 3, 1 этаж
56.847832;60.63468;РТ Кафе;столовая;Асбестовский переулок, 10, 1 этаж
56.831505;60.615441;Сытый кот;кафе;Белинского, 34, 219 офис, 2 этаж
56.809852;60.710627;Скатерть-самобранка;кафе;Волчанский переулок, 2а, 1 этаж
56.79615;60.486571;Столовая;;Удельная, 5 лит Д
56.843199;60.626393;У Светланы;столовая;Первомайская, 56, 1 этаж
56.837308;60.59762;Столовая;;Администрация г. Екатеринбург, Ленина проспект, 24а, 1 этаж
56.822207;60.62127;Столовая русско-грузинской кухни;;Красноармейская, 92а, 2 этаж
56.767393;60.554997;ВИВА;кафе-столовая;Предельная, 57/3, 1 этаж
56.871402;60.610613;Столовая;ИП Темникова Г.Е.;Космонавтов проспект, 15, 1 этаж
56.960744;59.809451;Пельменная;;Ленина, 158
56.681957;60.578515;МЕГАФУД;Столовая;Станционная, 1а/1
56.82492;60.63551;ТефтЕЛИ;столовая;Мичурина, 201, 1 этаж
56.756349;60.597698;Гвин;столовая;Окружная, 1/3, 1 этаж
56.85273;60.660293;Обедовъ;столовая;Студенческая, 16, 1 этаж
56.873674;60.631834;Столовая 24;кафе;Турбинная, 40, 2 этаж
56.832513;60.564997;Медик;столовая;УГМУ, Ключевская, 17, 1 этаж
56.886457;60.535063;На Маневровой;столовая;Маневровая, 47/2
56.837824;60.60112;Время есть;столовая;Ленина проспект, 28, цокольный этаж
56.85295;59.790168;Сбавь скорость;придорожный комплекс;Верхняя, 1а
56.975829;60.565541;Благотворительная столовая;г. Верхняя Пышма;Успенский проспект, 38, 1 этаж
56.881553;60.634195;Уют;столовая;Фронтовых Бригад, 18Б, 1 этаж
56.996795;60.46884;Берлога;столовая;Ленина, 1а, 1 этаж
56.84384;60.641065;Электрон;столовая;Ленина проспект, 97а, 1 этаж
56.85227;60.613063;Кулинар;столовая;Мамина-Сибиряка, 16, 1 этаж
56.819168;60.667048;Кейтеринбург;столовая;Сибирский тракт, 49, 2 этаж
56.798322;60.732185;База питания;столовая;Низовой переулок, 1а, 1 этаж
56.856289;60.598804;Солянка;столовая;ТЦ Свердловск, Героев России, 2, 1 этаж
56.823946;60.569188;Славянское;кафе;Посадская, 23, 2 этаж
56.84135;60.636522;Домашняя столовая;;Ленина проспект, 60, 1 этаж
56.763337;60.589921;Пельмешка;столовая;Умельцев, 1, 2 этаж, Екатеринбургский энергетический техникум
56.843482;60.605551;Привет Буфет;столовая;Клары Цеткин, 4, цокольный этаж
56.908403;59.963663;Пассажирское АТП;столовая;Вайнера, 20, 1 этаж
56.827795;60.627963;Ланч;буфет-столовая;Народной Воли, 81, 1 этаж
56.831631;60.58721;Анастасия;столовая;Шейнкмана, 57, 1 этаж
56.751567;60.706264;Юлия;Столовая;Зои Космодемьянской, 46, 1 этаж
56.798079;60.561268;Столовая №1;;На громова, Громова, 145, 1 этаж
56.850379;60.59553;Столовая на Красном;;Красный переулок, 3, 1 этаж
56.802415;59.935492;Горница для друзей;столовая;Карла Либкнехта, 5, 1 этаж
56.84334;60.694015;Столовая;;Владимира Высоцкого, 43, 2 этаж
56.838712;60.596237;Компот;столовая;Володарского переулок, 3, 1 этаж
56.781721;60.610573;Елена;кафе;Титова, 11, 1 этаж
56.820033;60.55473;Супра-М;столовая;Начдива Васильева, 3, 2 этаж
56.819193;60.653957;Котлета;столовая;Базовый переулок, 10, 2 этаж
56.854948;60.65741;Столовая;;Кулибина, 2, 2 этаж
56.843071;60.643872;Время Вкуса;;Ленина проспект, 101/1
56.891335;60.52068;Столовая;ИП Дойников С.В.;Монтажников, 24 лит П
56.857898;60.601461;Столовая;;Невьянский переулок, 1
56.886713;60.647487;Сытый Екатеринбург;столовая;Фронтовых Бригад, 31, 1 этаж
56.816586;60.600699;Столовая на Большакова;;Большакова, 105, 1 этаж
56.818313;60.614552;Столовая;Екатеринбургский торгово-экономический техникум;Большакова, 65, цокольный этаж
56.840034;60.552195;Столовый двор;столовая;Кирова, 34, 210 офис, 2 этаж
56.890494;60.630653;Солянка;столовая;Старых Большевиков, 17
56.815395;60.623917;Столовая №1;;Цвиллинга, 6, 1 этаж
56.85913;60.667219;Масленица;буфет;Шофёров, 5а, 1 этаж
56.750252;60.757254;Alaru;столовая;Черняховского, 106, 2 этаж
56.778343;60.613688;Капитал Холл;кафе;Титова, 19 лит N, 1 этаж
56.88088;60.61875;АМБАР;столовая;Электриков, 13, 2 этаж
56.845554;60.638859;Столовая;Екатеринбургский колледж транспортного строительства;Первомайская, 73, 1 этаж
56.870648;60.60547;Наша Кухня;столовая;Артинская, 4, 1 этаж
56.782575;60.613074;Вкус;столовая;Монтёрская, 3, 1 этаж
56.763898;60.825851;Столовая;;Горнистов проезд, 15/2
56.76744;60.617276;Для Всех;столовая;Новинская, 2Б, 2 этаж
56.831855;60.665059;Зелёная горка;столовая;Комсомольская, 71а/23
56.803771;60.56607;САННИ;столовая;Академика Бардина, 28, 1 этаж
56.873663;60.667836;Аист;столовая;Промышленный проезд, 2Б, 1 этаж
56.885769;60.637152;Компот;столовая;Старых Большевиков, 2а к2, 1 этаж
56.891524;60.601136;Студенческая столовая;;Ильича, 26, 1 этаж
56.836902;60.59184;FEELING art & coffee;кафе;Ленина проспект, 22, 1 этаж
56.79014;60.781175;Антоновка;столовая;Прибалтийская, 24, 2 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.875052;60.610251;Авангард Плюс;столовая;Космонавтов проспект, 17а, 2 этаж
56.751824;60.807664;Аэрокафе;столовая;Бахчиванджи площадь, 4, 1 этаж
56.887175;60.651196;Буфет;ИП Румянцева С.Л.;Фронтовых Бригад, 24, 1 этаж
56.838454;60.664889;ЕДА–МАСТЕР;столовая;Студенческая, 51, 2 этаж
56.891716;60.642466;Сытный двор;столовая;Корепина, 50, 1 этаж
56.827116;60.600568;Всегда вкусно;столовая;Куйбышева, 55, 008 офис, цокольный этаж
56.849689;60.604066;Аквалит-А;столовая;Мельковская, 7, 1 этаж
56.857346;60.659098;Столовая;;Студенческая, 1 лит К, 1 этаж
56.89658;60.600074;Столовая;Областной техникум дизайна и сервиса;Стахановская, 43, 1 этаж
56.756989;60.756984;Вкусняшки;столовая;ТЦ Мега Детки, Черняховского, 86/1, 1 этаж
56.831834;60.613948;Столовая;;Розы Люксембург, 25, цокольный этаж
56.698409;60.809703;Сварог;столовая;Гарнизон, 3-6
56.761505;60.616765;Калинушка;столовая;Симская, 1, 1 этаж
56.821101;60.608195;Сытный дворик;кафе быстрого обслуживания;Степана Разина, 16, 1 этаж
56.840547;60.659103;Университетское;столовая;Малышева, 144, 1 этаж
56.85429;60.652008;У Ольги;столовая;Дом бытовых услуг, Комсомольская, 6е, 2 этаж
56.884704;60.68048;Ланчбург;столовая;Норильская, 77, 1 этаж
56.894544;60.51803;Столовая;ИП Сидорова Е.А.;Монтажников, 26а, 1 этаж
56.801739;60.647697;4.7 обеды;столовая;Базовый переулок, 47, 2, 3 этаж
56.862157;60.541947;Добрая;столовая;Таганский Ряд, Техническая, 19, 2 этаж
56.756662;60.75635;Поешь-ка;столовая;ТЦ Мега Детки, Черняховского, 86/1, 2 этаж
56.79323;59.909776;Столовая;;Российская, 28, 2 этаж
56.759229;60.732923;Пельменная №77;столовая;Альпинистов, 77 лит К
56.868287;60.612164;Северянка;столовая;Космонавтов проспект, 12, 1 этаж
56.854824;60.598636;Буфет;;Челюскинцев, 15, 1 этаж
56.882863;60.548465;Столовая на Никольском;;Никольский переулок, 1, 1 этаж
56.905026;59.958528;Урал;столовая;Ильича проспект, 35, 1 этаж
56.810268;60.560932;Буфет;;Волгоградская, 185
56.838146;60.636322;Все по-домашнему;столовая;Малышева, 122, цокольный этаж
56.837856;60.589946;Столовая;;Маршала Жукова, 5, 5 этаж
56.865722;60.621079;Цезарь;столовая;Омская, 115, 1 этаж
56.688569;60.884261;Домашняя кухня;;Пушкина, 4Б, 1 этаж
56.751074;60.790375;Столовая;;Бахчиванджи, 63, 1 этаж
56.81821;60.566035;Два Перца;столовая;БЦ Профит, Белореченская, 15, цокольный этаж
56.831873;60.551809;Столовая №3;;Заводская, 38, 1 этаж
56.841103;60.634176;ИНВЕСТТОРГ;столовая;Чебышева, 6, 1 этаж
56.831141;60.612574;Столовая;;Розы Люксембург, 34, 1 этаж
56.88498;60.632408;Как дома;буфет;Стачек, 6
56.865661;60.613565;Славная кухня;столовая;Кислородная, 7а, 2 этаж
56.894897;59.977193;Мечта;столовая;Московское шоссе, 4м, 1 этаж
56.848688;60.612807;Столовая;ИП Вотев А.А.;Шевченко, 9, цокольный этаж
56.86464;60.619641;Столовая;;Основинская, 8
56.756662;60.75635;Для Вас;столовая;ТЦ Мега Детки, Черняховского, 86/1, 2 этаж
56.757379;60.756646;Юг;столовая;Hi, baby, Черняховского, 86 к9/3, 2 этаж
56.872115;60.659999;Столовая;ИП Амосов Д.А.;Шефская, 3а ст5, 1 этаж
56.788468;60.610677;Столовая;ИП Семенищева О.С.;8 Марта, 207/2, 1 этаж
56.979877;60.548748;CoffeeCat;кофейня;Успенский проспект, 125, 212 офис, 2 этаж
56.897301;59.961558;Столовая;;Комсомольская, 14, 1 этаж
56.867919;60.606255;Вкусные истории;столовая;Космонавтов проспект, 11Б лит А
56.837046;60.567033;Столовая;;Нагорная, 12, 230 офис, 2 этаж
56.822158;60.601669;Столовая;Екатеринбургский монтажный колледж;Декабристов, 83, 1 этаж
56.848469;60.662658;Столовая;УГЛТУ;ГУ, Студенческая, 19, 1 этаж
56.766638;60.586569;Столовая;ИП Маклаков В.В.;Эскадронная, 45, 1 этаж
56.904242;59.943324;Уральская кухня;столовая;Ватутина, 38, 1 этаж
56.754794;60.754516;Столовая №1;;Черняховского, 82, 1 этаж
56.771008;60.629491;Гараж;столовая-бистро;Походная, 84, 1 этаж
56.977959;60.596383;Столовая;ИП Щербакова И.Г.;Петрова, 11
56.886074;60.595888;Столовая;;Машиностроителей, 13, 1 этаж
56.702188;60.08497;Юность;столовая;Уральских Танкистов, 1, 2 этаж
56.843766;60.696954;Столовая №6;;Владимира Высоцкого, 45/14
56.768685;60.872073;Донник;столовая;Сибирский тракт 21 км, 4, 1 этаж
56.887248;60.525208;Столовая;ИП Шамриков О.В.;Монтажников, 9, 2 этаж
56.87886;60.29958;Столовая;Уральский учебно-опытный лесхоз;Лесная, 20г
56.779304;60.559702;Золотая Долина;столовая;Амундсена, 101, 2 этаж
56.878702;60.666103;Компот;столовая;Шефская, 2в, 2 этаж
56.905712;60.724011;Домашняя кухня;столовая;Мурзинская, 27а, 2 этаж
56.864096;60.545814;Сытный дворик;столовая;БЦ Royal, Техническая, 18Б, 1 этаж
56.908756;60.631937;Аленушка;столовая;Таганская, 60 лит Б
56.788097;60.624697;Жемчужина;столовая;Крестинского, 44, 205 офис, 2 этаж
56.924925;60.612497;Домашняя кухня;столовая;Космонавтов проспект, 103, 1 этаж
56.882166;60.539651;Атомпромкомплекс;столовая;Монтажников, 4
56.892019;60.523255;Буфет;;Монтажников, 22а/1
56.78966;60.74564;Столовая;ИП Капрелян Ю.А.;Слободской переулок, 41
56.787963;60.630715;Король Пончик;ланч-буфет;Крестинского, 46а, 1 этаж
56.878262;60.542156;Столовая;;Проходной переулок, 5а лит Н, 2 этаж
56.780585;60.648043;Трапезная для малоимущих;;Походная, 2/2, 1 этаж
56.956502;60.678297;Столовая;;Верстовая, 1а, 1 этаж
56.903608;59.963767;Любимая;столовая;Ильича проспект, 45
56.831533;60.623093;Поварёша;столовая;Луначарского, 194, 111 офис, 1 этаж
56.822779;60.55788;Столовая;;Черкасская, 9, 1 этаж
56.980277;60.541793;Домашний вкус;столовая;Огнеупорщиков, 22, 2 этаж
56.923731;60.79393;Кафе;;Коммуны, 86, 1 этаж
56.909579;59.931582;Сударушка;сеть кафетериев;ТЦ Марс, Космонавтов проспект, 13, 2 этаж
56.842985;60.6361;Столовая;ЕАДК;Ленина проспект, 91, 1 этаж
56.800565;59.907218;Семейная кухня;столовая;Максима Горького, 30, 1 этаж
56.779022;60.54777;Сытый дворик;кафе;ТЦ Краснолесье, Краснолесья, 12а, 2 этаж
56.87683;60.671612;Столовая;;Промышленный проезд, 8, 1 этаж
56.889596;60.506451;Столовая;ИП Филимонов А.А.;Ангарская, 75, 1 этаж
56.82332;60.683387;Столовая;;Чистопольская, 6, 1 этаж
56.694925;60.088202;Вита-Д;столовая;Калинина, 54, 1 этаж
56.896532;59.939982;Витаминка;кафе;Металлургов, 7/1, 1 этаж
56.698112;60.832629;Столовая №1;г. Арамиль;1 Мая, 7, 1 этаж
56.767502;60.616109;Буфет;ИП Шабунин Д.Е.;Новинская, 2
56.839553;60.551123;Верх-Исетский;столовая;СОЦ Верх-Исетский, Кирова, 71, 1 этаж
56.957335;60.610543;Для Вас;столовая;Петрова, 59Б, 1 этаж
56.759413;60.732921;Столовая;;Альпинистов, 77 лит К
56.752002;60.732448;Столовая;ИП Цой Л.И.;Черняховского, 68, 1 этаж
56.909148;60.813824;Флагман;буфет;Театральная, 9, 1 этаж
56.933742;60.903213;Флагман;закусочная;Кирова, 11
56.75816;60.795265;Вдали от жен;столовая;Бахчиванджи, 2а, 1 этаж
56.80763;60.611241;Столовая;;Автовокзал Южный, 8 Марта, 145, цокольный этаж
56.83909;60.857544;Столовая;ИП Рыбина Ю.Н.;Новосвердловской ТЭЦ промзона, 6, 1 этаж
56.849688;60.553338;Баркас;закусочная;Халтурина, 37/15
56.917315;60.793121;Золотой ключик;столовая;Кирова, 63, 205, 206 офис, 2 этаж
56.697726;60.862771;Эдан;буфет;Садовая, 10
56.717239;60.831075;Славянка;столовая;ТК Славянка, Пролетарская, 82/6
56.876198;60.61611;Столовая;;Турбинная, 7, 1 этаж
56.886848;59.890713;С легким паром;буфет;Ильича, 10а, 1 этаж
56.868351;60.024502;Первоуральский;столовая;Совхоз Первоуральский, 6, 1 этаж
56.751109;60.812972;У Михалыча;столовая;Бахчиванджи, 41 лит Ж, 1 этаж
56.881055;60.632699;Столовая;;Фронтовых Бригад, 18а, 1 этаж
56.995865;60.476414;Привет, Обед;столовая;Уральская, 1, 1 этаж
56.809805;60.536369;Столовая;;Серафимы Дерябиной, 32д, 1 этаж
56.755964;60.763907;Столовая;;Кольцевая автодорога (ЕКАД) 5 км, 6, 1 этаж
56.691387;60.87754;Столовая;;Речной переулок, 15а, 2 этаж
56.727044;60.75336;Cafe Time;кафе;Свердлова, 42а, предприятие Стройкомплек
56.881178;60.649847;Все по-домашнему;столовая;Шефская, 2а/7, 1 этаж
56.857009;60.666565;Закусочная;ИП Горченко О.А.;Раевского, 13Б
56.864758;60.593212;Вкусно по-домашнему;буфет;Завокзальная, 5а, 1 этаж
56.878534;59.996271;Столовая;;Сакко и Ванцетти, 28
56.808707;60.592443;АмНям;кафе-столовая;Московская, 225а
56.848456;60.568967;Комбинат питания;УрГЮУ;УрГЮУ, Колмогорова, 54, 1 этаж
56.856763;60.601534;Сыто-Место;столовая;Челюскинцев, 19, 1 этаж
56.833211;60.58171;ПОВАРешка;столовая;ТРЦ Алатырь, Малышева, 5, 4 этаж
56.838858;60.610953;Фартук;сеть столовых;Карла Либкнехта, 13, 325 офис, 3 этаж
56.762927;60.806197;Самоварчик;столовая;Бахчиванджи, 2, 2 этаж
56.881291;60.618945;Мастер вкуса;столовая;Электриков, 15, 1 этаж
56.815411;60.585716;Цибус Арт;столовая;Ясная, 1/5, 1 этаж
56.843995;60.653497;Комбинат питания;УрФУ;УрФУ, Мира, 19, 1 этаж
56.894813;60.615491;Столоffка;;Войкова, 2, 1 этаж
56.825049;60.585356;АмНям;кафе-столовая;БЦ Рифей, Московская, 54, 1 этаж
56.802939;60.549288;Медик;столовая;УГМУ, Начдива Онуфриева, 20а, 1 этаж
56.82542;60.618832;Время есть;столовая;Белинского, 71в, 1 этаж
56.845912;60.620838;Электрон;столовая;Кузнечная, 92, 24 офис, цокольный этаж
56.89269;60.5708;Сыто-Место;столовая;Автомолл Белая Башня, Донбасская, 1
56.828981;60.609597;Кейтеринбург;столовая;Горького, 67
56.812936;60.579037;Привет Буфет;столовая;Чкалова, 8, 1 этаж
56.844476;60.616656;ПОВАРешка;столовая;БЦ Манхэттен, Мамина-Сибиряка, 101, 1 этаж
56.831546;60.602225;Столовая на Красном;;Чернышевского, 16, 417 офис, 4 этаж
56.892004;60.577651;Котлета;столовая;Футбольный манеж Урал, Фестивальная, 10, 3 этаж
56.872397;60.515269;Сытый Екатеринбург;столовая;БД СоветникЪ, Маневровая, 9, 1 этаж
56.841077;60.61481;Комбинат питания;УрФУ;Тургенева, 4, 1 этаж
56.890877;60.638407;Столоffка;;Шефская, 6
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.885048;60.645073;Буфет;ИП Румянцева С.Л.;Фронтовых Бригад, 24а, 1 этаж
56.683514;60.799864;Сварог;столовая;Пионерская, 41, 1 этаж
56.812195;60.573369;Кейтеринбург;столовая;УралГУФК, Шаумяна, 85
56.856155;60.551261;Ланчбург;столовая;Бебеля, 71, 1 этаж
56.830857;60.599534;Привет Буфет;столовая;Радищева, 4, 3 этаж
56.832848;60.52466;Столовая №3;;Крауля, 168, 1 этаж
56.755365;60.757532;Столовая;;ТЦ МегаДетки, Черняховского, 86/2, 2 этаж
56.81637;60.670783;Столовая;УГЛТУ;УГЛТУ, Сибирский тракт, 36, 2 этаж
56.842671;60.697243;Сыто-Место;столовая;Владимира Высоцкого, 50, 2 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.832094;60.517222;Поварёша;столовая;Красных Зорь, 1а
56.838129;60.660094;Комбинат питания;УрФУ;Комсомольская, 70, 1 этаж
56.823591;60.663818;Столовая;УГЛТУ;Сибирский тракт, 35а, 2 этаж
56.778112;60.613597;Привет Буфет;столовая;Титова, 19 лит N, 2 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.901615;60.587355;Сыто-Место;столовая;Гостиница Уралмашевская, Победы, 65Б, 1 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
56.899524;60.768681;BeResta;сеть кафе-столовых;Берёзовский тракт, 4/1, 1 этаж
